Name,Description,all_houston_zips,AREALAND_ZCTA5_20,AREAWATER_ZCTA5_20,pop_2020,aland_acre,awater_acre,total_area,total_area_acre
<at><openparen>77034<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77034</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77034</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77034</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77034</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>36756733</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>542139</td> </tr></table></center>",77034,36756733,542139,"38186",9082.46429453916,133.960711638251,37298872,9216.42500617741
<at><openparen>77035<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77035</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77035</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77035</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77035</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>14611321</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>4881</td> </tr></table></center>",77035,14611321,4881,"37417",3610.407956511,1.2060785767235,14616202,3611.61403508772
<at><openparen>77036<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77036</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77036</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77036</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77036</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>18841441</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>99655</td> </tr></table></center>",77036,18841441,99655,"75870",4655.65628860885,24.6244131455399,18941096,4680.28070175439
<at><openparen>77037<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77037</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77037</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77037</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77037</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>15944156</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>23593</td> </tr></table></center>",77037,15944156,23593,"19569",3939.74697306647,5.82975043241908,15967749,3945.57672349889
<at><openparen>77038<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77038</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77038</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77038</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77038</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>25124189</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>185174</td> </tr></table></center>",77038,25124189,185174,"30483",6208.1020509019,45.7558685446009,25309363,6253.8579194465
<at><openparen>77039<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77039</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77039</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77039</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77039</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>26144046</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>109066</td> </tr></table></center>",77039,26144046,109066,"28740",6460.1052631579,26.9498393872004,26253112,6487.05510254509
<at><openparen>77040<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77040</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77040</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77040</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77040</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>35857760</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>214716</td> </tr></table></center>",77040,35857760,214716,"49524",8860.3311094638,53.0555967383247,36072476,8913.38670620213
<at><openparen>77041<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77041</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77041</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77041</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77041</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>48890066</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>434626</td> </tr></table></center>",77041,48890066,434626,"35958",12080.5698047937,107.394613293798,49324692,12187.9644180875
<at><openparen>77042<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77042</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77042</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77042</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77042</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>15973596</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>96047</td> </tr></table></center>",77042,15973596,96047,"41177",3947.02149740549,23.7328885594267,16069643,3970.75438596491
<at><openparen>77043<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77043</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77043</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77043</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77043</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>36681906</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>19271</td> </tr></table></center>",77043,36681906,19271,"26281",9063.97479614529,4.76179886335557,36701177,9068.73659500865
<at><openparen>77044<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77044</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77044</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77044</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77044</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>101257280</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>19516586</td> </tr></table></center>",77044,101257280,19516586,"55665",25020.3311094638,4822.48233259204,120773866,29842.8134420558
<at><openparen>77045<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77045</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77045</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77045</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77045</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>28881679</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>345792</td> </tr></table></center>",77045,28881679,345792,"32411",7136.56510995799,85.4440326167531,29227471,7222.00914257475
<at><openparen>77046<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77046</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77046</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77046</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77046</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>277413</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>0</td> </tr></table></center>",77046,277413,0,"1742",68.5478131949592,0,277413,68.5478131949592
<at><openparen>77047<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77047</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77047</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77047</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77047</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>35746080</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>598666</td> </tr></table></center>",77047,35746080,598666,"32088",8832.73535952558,147.928341981715,36344746,8980.66370150729
<at><openparen>77048<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77048</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77048</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77048</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77048</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>29851500</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>236349</td> </tr></table></center>",77048,29851500,236349,"20536",7376.20459599703,58.4010378057821,30087849,7434.60563380282
<at><openparen>77049<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77049</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77049</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77049</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77049</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>62679280</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>2622612</td> </tr></table></center>",77049,62679280,2622612,"38788",15487.8379046207,648.038547071905,65301892,16135.8764516926
<at><openparen>77050<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77050</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77050</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77050</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77050</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>17790284</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>429229</td> </tr></table></center>",77050,17790284,429229,"5004",4395.91895231035,106.06103286385,18219513,4501.9799851742
<at><openparen>77051<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77051</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77051</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77051</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77051</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>19119293</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>64820</td> </tr></table></center>",77051,19119293,64820,"18323",4724.31257721769,16.0168025698048,19184113,4740.3293797875
<at><openparen>77053<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77053</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77053</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77053</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77053</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>29470961</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>119730</td> </tr></table></center>",77053,29470961,119730,"30350",7282.17469730665,29.5848776871757,29590691,7311.75957499382
<at><openparen>77054<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77054</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77054</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77054</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77054</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>13849193</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>50499</td> </tr></table></center>",77054,13849193,50499,"24419",3422.0887076847,12.4781319495923,13899692,3434.5668396343
<at><openparen>77055<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77055</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77055</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77055</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77055</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>21719853</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>2708</td> </tr></table></center>",77055,21719853,2708,"42766",5366.90214974055,0.66913763281443,21722561,5367.57128737336
<at><openparen>77056<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77056</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77056</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77056</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77056</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>8953112</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>28609</td> </tr></table></center>",77056,8953112,28609,"24115",2212.28366691376,7.06918705213739,8981721,2219.3528539659
<at><openparen>77057<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77057</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77057</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77057</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77057</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>11094646</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>8379</td> </tr></table></center>",77057,11094646,8379,"43669",2741.44946874228,2.07042253521127,11103025,2743.51989127749
<at><openparen>77058<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77058</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77058</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77058</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77058</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>21662085</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>2488836</td> </tr></table></center>",77058,21662085,2488836,"19442",5352.62787249815,614.98295033358,24150921,5967.61082283173
<at><openparen>77059<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77059</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77059</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77059</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77059</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>23915816</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>153131</td> </tr></table></center>",77059,23915816,153131,"18568",5909.51717321473,37.8381517173215,24068947,5947.35532493205
<at><openparen>77060<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77060</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77060</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77060</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77060</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>21105576</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>18231</td> </tr></table></center>",77060,21105576,18231,"42707",5215.11638250556,4.50481838398814,21123807,5219.62120088955
<at><openparen>77061<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77061</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77061</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77061</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77061</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>19326822</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>121960</td> </tr></table></center>",77061,19326822,121960,"23398",4775.59229058562,30.135903138127,19448782,4805.72819372375
<at><openparen>77062<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77062</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77062</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77062</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77062</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>15056188</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>48948</td> </tr></table></center>",77062,15056188,48948,"25095",3720.33308623672,12.0948851000741,15105136,3732.42797133679
<at><openparen>77063<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77063</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77063</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77063</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77063</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>11581307</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>9267</td> </tr></table></center>",77063,11581307,9267,"38298",2861.70175438596,2.28984432913269,11590574,2863.9915987151
<at><openparen>77064<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77064</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77064</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77064</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77064</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>38088118</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>309939</td> </tr></table></center>",77064,38088118,309939,"48243",9411.44502100321,76.5848776871757,38398057,9488.02989869039
<at><openparen>77065<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77065</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77065</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77065</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77065</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>21282306</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>46256</td> </tr></table></center>",77065,21282306,46256,"37144",5258.78576723499,11.4297010130961,21328562,5270.21546824809
<at><openparen>77066<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77066</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77066</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77066</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77066</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>22367623</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>43396</td> </tr></table></center>",77066,22367623,43396,"34443",5526.96392389424,10.7230046948357,22411019,5537.68692858908
